Stations_ID;Von_Datum;Bis_Datum;Stationsname;Parameter;Parameterbeschreibung;Einheit;Datenquelle (Strukturversion=SV);Zusatz-Info;Besonderheiten;Literaturhinweis;eor;
2522;20020601;20030831;Karlsruhe;FX;Maximum der Windspitze Messnetz 3;m/sec;Winddaten (Stundenmittel, maximale Windspitze 00:00-23:59 MEZ) generiert aus 10-Minutenmittel von automatischen Stationen der 1.Generation (MIRIAM/AFMS2), Richtungsangaben in 36-teiliger Windrose;00:00 - 24:00 MEZ;;;eor;
2522;20030901;20081031;Karlsruhe;FX;Maximum der Windspitze Messnetz 3;m/sec;Winddaten (Stundenmittel, maximale Windspitze 23:51-23:50 UTC) generiert aus 10-Minutenmittel von automatischen Stationen der 2. Generation (AMDA), Richtungsangaben in 36-teiliger Windrose;23:51 - 23:50 UTC;;;eor;
2522;18760101;20010331;Karlsruhe;NM;Tagesmittel des Bedeckungsgrades;Achtel;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);arithm.Mittel aus 3 Terminwerten;;;eor;
2522;20010401;20081031;Karlsruhe;NM;Tagesmittel des Bedeckungsgrades;Achtel;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);arithm.Mittel aus mind. 21 Stundenwerten;;;eor;
2522;18760101;20010331;Karlsruhe;PM;Tagesmittel des Luftdrucks;hpa;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);arithm.Mittel aus 3 Terminwerten;;;eor;
2522;20010401;20081031;Karlsruhe;PM;Tagesmittel des Luftdrucks;hpa;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);arithm.Mittel aus mind. 21 Stundenwerten;;;eor;
2522;18760101;20010331;Karlsruhe;RSK;tgl. Niederschlagshoehe;mm;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);07:30 - 07:30 FT. MEZ (bis 1986 MOZ);1876 - 1887 wurde eine Variante d.schweizer Regenmessermodells verwendet, die zu große Niederschlagswerte lieferte (Jahressummen etwa um Faktor 1,49 zu groß).;Deut. Met. Jahrb.1930 Baden, Hersg. A. Peppler, Karlsruhe 1931, S. 100 ff.. Klimakunde des Deutschen Reiches, Band II, Reichsamt f. Wetterdienst, Berlin 1939.;eor;
2522;20010401;20081031;Karlsruhe;RSK;tgl. Niederschlagshoehe;mm;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);06:00 - 06:00 FT. UTC;01.11.2008 die Klimastation Karlsruhe wurde nach Rheinstetten (ID:4177) verlegt. Die Verlegung hatte ausschließlich fachliche Gründe. Die fachlichen Anforderungen an eine WST I wie etwa Hindernisfreiheit waren nicht mehr gegeben.So wurde beispielsweise die Bodenwindmessung in 17 m über Grund durchgeführt, was nicht dem WMO-Standard entspricht. Darüber hinaus hat eine Firma einen Neubau samt Parkplätzen in unmittelbarer Nähe der Station errichtet.;;eor;
2522;18760101;20010331;Karlsruhe;RSKF;tgl. Niederschlagsform (=Niederschlagshoehe_ind);numerischer Code;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);07:30 - 07:30 FT. MEZ (bis 1986 MOZ);;;eor;
2522;20010401;20081031;Karlsruhe;RSKF;tgl. Niederschlagsform (=Niederschlagshoehe_ind);numerischer Code;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);06:00 - 06:00 FT. UTC;;;eor;
2522;19360101;20010331;Karlsruhe;SDK;Sonnenscheindauer Tagessumme;Stunde;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);00:00-24:00 MEZ (bis 1986 MOZ);;;eor;
2522;20010401;20081031;Karlsruhe;SDK;Sonnenscheindauer Tagessumme;Stunde;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);00:00 - 24:00 UTC;01.11.2008 die Klimastation Karlsruhe wurde nach Rheinstetten (ID:4177) verlegt. Die Verlegung hatte ausschließlich fachliche Gründe. Die fachlichen Anforderungen an eine WST I wie etwa Hindernisfreiheit waren nicht mehr gegeben.So wurde beispielsweise die Bodenwindmessung in 17 m über Grund durchgeführt, was nicht dem WMO-Standard entspricht. Darüber hinaus hat eine Firma einen Neubau samt Parkplätzen in unmittelbarer Nähe der Station errichtet.;;eor;
2522;19010131;20010331;Karlsruhe;SHK_TAG;Schneehoehe Tageswert;cm;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);07:30 MEZ (bis 1986 MOZ);;;eor;
2522;20010401;20081031;Karlsruhe;SHK_TAG;Schneehoehe Tageswert;cm;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);06 UTC;;;eor;
2522;19440101;20010331;Karlsruhe;TGK;Minimum der Lufttemperatur am Erdboden in 5cm Hoehe;°C;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);21:30 VT. - 07:30 MEZ (bis 1986 MOZ);;;eor;
2522;20010401;20081031;Karlsruhe;TGK;Minimum der Lufttemperatur am Erdboden in 5cm Hoehe;°C;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);00:00 - 24:00 UTC gemessen;;;eor;
2522;18760101;20010331;Karlsruhe;TMK;Tagesmittel der Temperatur;°C;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);TMK=(TT1+TT2+(TT3*2))/4;;;eor;
2522;20010401;20081031;Karlsruhe;TMK;Tagesmittel der Temperatur;°C;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);arithm.Mittel aus mind. 21 Stundenwerten;01.11.2008 die Klimastation Karlsruhe wurde nach Rheinstetten (ID:4177) verlegt. Die Verlegung hatte ausschließlich fachliche Gründe. Die fachlichen Anforderungen an eine WST I wie etwa Hindernisfreiheit waren nicht mehr gegeben.So wurde beispielsweise die Bodenwindmessung in 17 m über Grund durchgeführt, was nicht dem WMO-Standard entspricht. Darüber hinaus hat eine Firma einen Neubau samt Parkplätzen in unmittelbarer Nähe der Station errichtet. ;;eor;
2522;18760101;20010331;Karlsruhe;TNK;Tagesminimum der Lufttemperatur in 2m Hoehe;°C;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);21:30 VT. - 21:30 MEZ (bis 1986 MOZ);01.02.1879 - 30.11.1879: In den Originalunterlagen gibt es Hinweise, dass die Extremtemperaturen nicht immer richtig gemessen wurden. Einige Werte im Juli wurden aus diesem Grund bereits korrigiert.;;eor;
2522;20010401;20081031;Karlsruhe;TNK;Tagesminimum der Lufttemperatur in 2m Hoehe;°C;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);00:00 - 24:00 UTC gemessen;01.11.2008 die Klimastation Karlsruhe wurde nach Rheinstetten (ID:4177) verlegt. Die Verlegung hatte ausschließlich fachliche Gründe. Die fachlichen Anforderungen an eine WST I wie etwa Hindernisfreiheit waren nicht mehr gegeben.So wurde beispielsweise die Bodenwindmessung in 17 m über Grund durchgeführt, was nicht dem WMO-Standard entspricht. Darüber hinaus hat eine Firma einen Neubau samt Parkplätzen in unmittelbarer Nähe der Station errichtet.;;eor;
2522;18760101;20010331;Karlsruhe;TXK;Tagesmaximum der Lufttemperatur in 2m Höhe;°C;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);21:30 VT. - 21:30 MEZ (bis 1986 MOZ);01.02.1879 - 30.11.1879: In den Originalunterlagen gibt es Hinweise, dass die Extremtemperaturen nicht immer richtig gemessen wurden. Einige Werte im Juli wurden aus diesem Grund bereits korrigiert.;;eor;
2522;20010401;20081031;Karlsruhe;TXK;Tagesmaximum der Lufttemperatur in 2m Höhe;°C;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);00:00 - 24:00 UTC gemessen;01.11.2008 die Klimastation Karlsruhe wurde nach Rheinstetten (ID:4177) verlegt. Die Verlegung hatte ausschließlich fachliche Gründe. Die fachlichen Anforderungen an eine WST I wie etwa Hindernisfreiheit waren nicht mehr gegeben.So wurde beispielsweise die Bodenwindmessung in 17 m über Grund durchgeführt, was nicht dem WMO-Standard entspricht. Darüber hinaus hat eine Firma einen Neubau samt Parkplätzen in unmittelbarer Nähe der Station errichtet.;;eor;
2522;18760101;20010331;Karlsruhe;UPM;Tagesmittel der Relativen Feuchte;%;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);arithm.Mittel aus 3 Terminwerten;;;eor;
2522;20010401;20081031;Karlsruhe;UPM;Tagesmittel der Relativen Feuchte;%;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);arithm.Mittel aus mind. 21 Stundenwerten;;;eor;
2522;18760101;20010331;Karlsruhe;VPM;Tagesmittel des Dampfdruckes;hpa;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);arithm.Mittel aus 3 Terminwerten;;;eor;
2522;20010401;20081031;Karlsruhe;VPM;Tagesmittel des Dampfdruckes;hpa;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);arithm.Mittel aus mind. 21 Stundenwerten;;;eor;
Legende: FT  = Folgetag; GZ = Gesetzliche Zeit
generiert: 08.05.2023 --  Deutscher Wetterdienst  --
