Mst.-ID;Kurzname;Name;Datum;Abstich (m unter MP);Wasserspiegel (m ü. NN);Wasserspiegel (m unter GOK);Wassertemperatur (°C);
13727;544023;HEPPENHEIM;Nov 3, 1958;0;93.85;0.41;0;
13727;544023;HEPPENHEIM;Nov 10, 1958;0.78;93.78;0.48;0;
13727;544023;HEPPENHEIM;Nov 17, 1958;0.75;93.81;0.45;0;
13727;544023;HEPPENHEIM;Nov 24, 1958;0.92;93.64;0.62;0;
13727;544023;HEPPENHEIM;Dec 1, 1958;0.98;93.58;0.68;0;
13727;544023;HEPPENHEIM;Dec 8, 1958;1.06;93.5;0.76;0;
13727;544023;HEPPENHEIM;Dec 15, 1958;0.7;93.86;0.4;0;
13727;544023;HEPPENHEIM;Dec 22, 1958;0.77;93.79;0.47;0;
13727;544023;HEPPENHEIM;Dec 29, 1958;0.52;94.04;0.22;0;
13727;544023;HEPPENHEIM;Jan 5, 1959;0.73;93.83;0.43;0;
13727;544023;HEPPENHEIM;Jan 12, 1959;0.65;93.91;0.35;0;
13727;544023;HEPPENHEIM;Jan 19, 1959;0.82;93.74;0.52;0;
13727;544023;HEPPENHEIM;Jan 26, 1959;0.78;93.78;0.48;0;
13727;544023;HEPPENHEIM;Feb 2, 1959;0.9;93.66;0.6;0;
13727;544023;HEPPENHEIM;Feb 9, 1959;1.02;93.54;0.72;0;
13727;544023;HEPPENHEIM;Feb 16, 1959;1.06;93.5;0.76;0;
13727;544023;HEPPENHEIM;Feb 23, 1959;1.05;93.51;0.75;0;
13727;544023;HEPPENHEIM;Mar 2, 1959;1.04;93.52;0.74;0;
13727;544023;HEPPENHEIM;Mar 9, 1959;1.04;93.52;0.74;0;
13727;544023;HEPPENHEIM;Mar 16, 1959;1.06;93.5;0.76;0;
13727;544023;HEPPENHEIM;Mar 23, 1959;1.11;93.45;0.81;0;
13727;544023;HEPPENHEIM;Mar 30, 1959;1.05;93.51;0.75;0;
13727;544023;HEPPENHEIM;Apr 6, 1959;1.13;93.43;0.83;0;
13727;544023;HEPPENHEIM;Apr 13, 1959;1.13;93.43;0.83;0;
13727;544023;HEPPENHEIM;Apr 20, 1959;1.15;93.41;0.85;0;
13727;544023;HEPPENHEIM;Apr 27, 1959;1.19;93.37;0.89;0;
13727;544023;HEPPENHEIM;May 4, 1959;1.19;93.37;0.89;0;
13727;544023;HEPPENHEIM;May 11, 1959;1.25;93.31;0.95;0;
13727;544023;HEPPENHEIM;May 18, 1959;1.33;93.23;1.03;0;
13727;544023;HEPPENHEIM;May 25, 1959;1.39;93.17;1.09;0;
13727;544023;HEPPENHEIM;Jun 1, 1959;1.28;93.28;0.98;0;
13727;544023;HEPPENHEIM;Jun 8, 1959;1.34;93.22;1.04;0;
13727;544023;HEPPENHEIM;Jun 15, 1959;1.38;93.18;1.08;0;
13727;544023;HEPPENHEIM;Jun 22, 1959;1.44;93.12;1.14;0;
13727;544023;HEPPENHEIM;Jun 29, 1959;1.38;93.18;1.08;0;
13727;544023;HEPPENHEIM;Jul 6, 1959;1.4;93.16;1.1;0;
13727;544023;HEPPENHEIM;Jul 13, 1959;1.38;93.18;1.08;0;
13727;544023;HEPPENHEIM;Jul 20, 1959;1.54;93.02;1.24;0;
13727;544023;HEPPENHEIM;Jul 27, 1959;1.59;92.97;1.29;0;
13727;544023;HEPPENHEIM;Aug 3, 1959;1.47;93.09;1.17;0;
13727;544023;HEPPENHEIM;Aug 10, 1959;1.52;93.04;1.22;0;
13727;544023;HEPPENHEIM;Aug 17, 1959;1.22;93.34;0.92;0;
13727;544023;HEPPENHEIM;Aug 24, 1959;1.4;93.16;1.1;0;
13727;544023;HEPPENHEIM;Aug 31, 1959;1.51;93.05;1.21;0;
13727;544023;HEPPENHEIM;Sep 7, 1959;1.62;92.94;1.32;0;
13727;544023;HEPPENHEIM;Sep 14, 1959;1.68;92.88;1.38;0;
13727;544023;HEPPENHEIM;Sep 21, 1959;1.73;92.83;1.43;0;
13727;544023;HEPPENHEIM;Sep 28, 1959;1.75;92.81;1.45;0;
13727;544023;HEPPENHEIM;Oct 5, 1959;1.77;92.79;1.47;0;
13727;544023;HEPPENHEIM;Oct 12, 1959;1.79;92.77;1.49;0;
13727;544023;HEPPENHEIM;Oct 19, 1959;1.75;92.81;1.45;0;
13727;544023;HEPPENHEIM;Oct 26, 1959;1.71;92.85;1.41;0;
13727;544023;HEPPENHEIM;Nov 2, 1959;1.52;93.04;1.22;0;
13727;544023;HEPPENHEIM;Nov 9, 1959;1.49;93.07;1.19;0;
13727;544023;HEPPENHEIM;Nov 16, 1959;1.49;93.07;1.19;0;
13727;544023;HEPPENHEIM;Nov 23, 1959;1.45;93.11;1.15;0;
13727;544023;HEPPENHEIM;Nov 30, 1959;1.49;93.07;1.19;0;
13727;544023;HEPPENHEIM;Dec 7, 1959;1.48;93.08;1.18;0;
13727;544023;HEPPENHEIM;Dec 14, 1959;1.51;93.05;1.21;0;
13727;544023;HEPPENHEIM;Dec 21, 1959;1.47;93.09;1.17;0;
13727;544023;HEPPENHEIM;Dec 28, 1959;1.42;93.14;1.12;0;
13727;544023;HEPPENHEIM;Jan 4, 1960;1.15;93.41;0.85;0;
13727;544023;HEPPENHEIM;Jan 11, 1960;1.11;93.45;0.81;0;
13727;544023;HEPPENHEIM;Jan 18, 1960;1.3;93.26;1;0;
13727;544023;HEPPENHEIM;Jan 25, 1960;0.98;93.58;0.68;0;
13727;544023;HEPPENHEIM;Feb 1, 1960;1.12;93.44;0.82;0;
13727;544023;HEPPENHEIM;Feb 8, 1960;1.18;93.38;0.88;0;
13727;544023;HEPPENHEIM;Feb 15, 1960;1.2;93.36;0.9;0;
13727;544023;HEPPENHEIM;Feb 22, 1960;1.25;93.31;0.95;0;
13727;544023;HEPPENHEIM;Feb 29, 1960;0.97;93.59;0.67;0;
13727;544023;HEPPENHEIM;Mar 7, 1960;0.89;93.67;0.59;0;
13727;544023;HEPPENHEIM;Mar 14, 1960;1.08;93.48;0.78;0;
13727;544023;HEPPENHEIM;Mar 21, 1960;1.22;93.34;0.92;0;
13727;544023;HEPPENHEIM;Mar 28, 1960;1.31;93.25;1.01;0;
13727;544023;HEPPENHEIM;Apr 4, 1960;1.38;93.18;1.08;0;
13727;544023;HEPPENHEIM;Apr 11, 1960;1.42;93.14;1.12;0;
13727;544023;HEPPENHEIM;Apr 18, 1960;1.51;93.05;1.21;0;
13727;544023;HEPPENHEIM;Apr 25, 1960;1.65;92.91;1.35;0;
13727;544023;HEPPENHEIM;May 2, 1960;1.57;92.99;1.27;0;
13727;544023;HEPPENHEIM;May 9, 1960;1.62;92.94;1.32;0;
13727;544023;HEPPENHEIM;May 16, 1960;1.65;92.91;1.35;0;
13727;544023;HEPPENHEIM;May 23, 1960;1.66;92.9;1.36;0;
13727;544023;HEPPENHEIM;May 30, 1960;1.69;92.87;1.39;0;
13727;544023;HEPPENHEIM;Jun 6, 1960;1.75;92.81;1.45;0;
13727;544023;HEPPENHEIM;Jun 13, 1960;1.78;92.78;1.48;0;
13727;544023;HEPPENHEIM;Jun 20, 1960;1.82;92.74;1.52;0;
13727;544023;HEPPENHEIM;Jun 27, 1960;1.85;92.71;1.55;0;
13727;544023;HEPPENHEIM;Jul 4, 1960;1.89;92.67;1.59;0;
13727;544023;HEPPENHEIM;Jul 11, 1960;1.88;92.68;1.58;0;
13727;544023;HEPPENHEIM;Jul 18, 1960;1.89;92.67;1.59;0;
13727;544023;HEPPENHEIM;Jul 25, 1960;1.86;92.7;1.56;0;
13727;544023;HEPPENHEIM;Aug 1, 1960;1.86;92.7;1.56;0;
13727;544023;HEPPENHEIM;Aug 8, 1960;1.73;92.83;1.43;0;
13727;544023;HEPPENHEIM;Aug 15, 1960;1.69;92.87;1.39;0;
13727;544023;HEPPENHEIM;Aug 22, 1960;1.52;93.04;1.22;0;
13727;544023;HEPPENHEIM;Aug 29, 1960;1.61;92.95;1.31;0;
13727;544023;HEPPENHEIM;Sep 5, 1960;1.72;92.84;1.42;0;
13727;544023;HEPPENHEIM;Sep 12, 1960;1.75;92.81;1.45;0;
13727;544023;HEPPENHEIM;Sep 19, 1960;1.8;92.76;1.5;0;
13727;544023;HEPPENHEIM;Sep 26, 1960;1.79;92.77;1.49;0;
13727;544023;HEPPENHEIM;Oct 3, 1960;1.81;92.75;1.51;0;
13727;544023;HEPPENHEIM;Oct 10, 1960;1.8;92.76;1.5;0;
13727;544023;HEPPENHEIM;Oct 17, 1960;1.13;93.43;0.83;0;
13727;544023;HEPPENHEIM;Oct 24, 1960;1.1;93.46;0.8;0;
