station_id,name,date,elevation,water_depth,water_level
2378135400,"1053 Böbingen,",1954-11-01,113.27,1.5,111.77
2378135400,"1053 Böbingen,",1954-11-08,113.27,1.47,111.8
2378135400,"1053 Böbingen,",1954-11-15,113.27,1.47,111.8
2378135400,"1053 Böbingen,",1954-11-22,113.27,1.45,111.82
2378135400,"1053 Böbingen,",1954-11-29,113.27,1.42,111.85
2378135400,"1053 Böbingen,",1954-12-06,113.27,1.38,111.89
2378135400,"1053 Böbingen,",1954-12-13,113.27,1.26,112.01
2378135400,"1053 Böbingen,",1954-12-20,113.27,1.17,112.1
2378135400,"1053 Böbingen,",1954-12-27,113.27,1.13,112.14
2378135400,"1053 Böbingen,",1955-01-03,113.27,1.16,112.11
2378135400,"1053 Böbingen,",1955-01-10,113.27,1.2,112.07
2378135400,"1053 Böbingen,",1955-01-17,113.27,0.95,112.32
2378135400,"1053 Böbingen,",1955-01-24,113.27,0.86,112.41
2378135400,"1053 Böbingen,",1955-01-31,113.27,0.9,112.37
2378135400,"1053 Böbingen,",1955-02-07,113.27,0.83,112.44
2378135400,"1053 Böbingen,",1955-02-14,113.27,0.78,112.49
2378135400,"1053 Böbingen,",1955-02-21,113.27,0.85,112.42
2378135400,"1053 Böbingen,",1955-02-28,113.27,0.9,112.37
2378135400,"1053 Böbingen,",1955-03-07,113.27,0.92,112.35
2378135400,"1053 Böbingen,",1955-03-14,113.27,0.98,112.29
2378135400,"1053 Böbingen,",1955-03-21,113.27,0.95,112.32
2378135400,"1053 Böbingen,",1955-03-28,113.27,0.91,112.36
2378135400,"1053 Böbingen,",1955-04-04,113.27,1.03,112.24
2378135400,"1053 Böbingen,",1955-04-11,113.27,1.02,112.25
2378135400,"1053 Böbingen,",1955-04-18,113.27,1.0,112.27
2378135400,"1053 Böbingen,",1955-04-25,113.27,1.15,112.12
2378135400,"1053 Böbingen,",1955-05-02,113.27,1.19,112.08
2378135400,"1053 Böbingen,",1955-05-09,113.27,1.28,111.99
2378135400,"1053 Böbingen,",1955-05-16,113.27,1.35,111.92
2378135400,"1053 Böbingen,",1955-05-23,113.27,1.34,111.93
2378135400,"1053 Böbingen,",1955-05-30,113.27,1.4,111.87
2378135400,"1053 Böbingen,",1955-06-06,113.27,1.4,111.87
2378135400,"1053 Böbingen,",1955-06-13,113.27,1.2,112.07
2378135400,"1053 Böbingen,",1955-06-20,113.27,1.2,112.07
2378135400,"1053 Böbingen,",1955-06-27,113.27,1.19,112.08
2378135400,"1053 Böbingen,",1955-07-04,113.27,1.2,112.07
2378135400,"1053 Böbingen,",1955-07-11,113.27,1.21,112.06
2378135400,"1053 Böbingen,",1955-07-18,113.27,1.21,112.06
2378135400,"1053 Böbingen,",1955-07-25,113.27,1.01,112.26
2378135400,"1053 Böbingen,",1955-08-01,113.27,0.89,112.38
2378135400,"1053 Böbingen,",1955-08-08,113.27,0.92,112.35
2378135400,"1053 Böbingen,",1955-08-15,113.27,1.02,112.25
2378135400,"1053 Böbingen,",1955-08-22,113.27,1.13,112.14
2378135400,"1053 Böbingen,",1955-08-29,113.27,1.3,111.97
2378135400,"1053 Böbingen,",1955-09-05,113.27,1.38,111.89
2378135400,"1053 Böbingen,",1955-09-12,113.27,1.29,111.98
2378135400,"1053 Böbingen,",1955-09-19,113.27,1.22,112.05
2378135400,"1053 Böbingen,",1955-09-26,113.27,1.31,111.96
2378135400,"1053 Böbingen,",1955-10-03,113.27,1.37,111.9
2378135400,"1053 Böbingen,",1955-10-10,113.27,1.29,111.98
2378135400,"1053 Böbingen,",1955-10-17,113.27,1.3,111.97
2378135400,"1053 Böbingen,",1955-10-24,113.27,1.32,111.95
2378135400,"1053 Böbingen,",1955-10-31,113.27,1.31,111.96
2378135400,"1053 Böbingen,",1955-11-07,113.27,1.34,111.93
2378135400,"1053 Böbingen,",1955-11-14,113.27,1.33,111.94
2378135400,"1053 Böbingen,",1955-11-21,113.27,1.32,111.95
2378135400,"1053 Böbingen,",1955-11-28,113.27,1.33,111.94
2378135400,"1053 Böbingen,",1955-12-05,113.27,1.33,111.94
2378135400,"1053 Böbingen,",1955-12-12,113.27,1.3,111.97
2378135400,"1053 Böbingen,",1955-12-19,113.27,1.1,112.17
2378135400,"1053 Böbingen,",1955-12-26,113.27,1.0,112.27
2378135400,"1053 Böbingen,",1956-01-02,113.27,0.92,112.35
2378135400,"1053 Böbingen,",1956-01-09,113.27,0.88,112.39
2378135400,"1053 Böbingen,",1956-01-16,113.27,0.89,112.38
2378135400,"1053 Böbingen,",1956-01-23,113.27,0.91,112.36
2378135400,"1053 Böbingen,",1956-01-30,113.27,0.89,112.38
2378135400,"1053 Böbingen,",1956-02-06,113.27,0.95,112.32
2378135400,"1053 Böbingen,",1956-02-13,113.27,1.02,112.25
2378135400,"1053 Böbingen,",1956-02-20,113.27,1.1,112.17
2378135400,"1053 Böbingen,",1956-02-27,113.27,1.19,112.08
2378135400,"1053 Böbingen,",1956-03-05,113.27,0.91,112.36
2378135400,"1053 Böbingen,",1956-03-12,113.27,0.9,112.37
2378135400,"1053 Böbingen,",1956-03-19,113.27,0.95,112.32
2378135400,"1053 Böbingen,",1956-03-26,113.27,1.03,112.24
2378135400,"1053 Böbingen,",1956-04-02,113.27,1.13,112.14
2378135400,"1053 Böbingen,",1956-04-09,113.27,1.2,112.07
2378135400,"1053 Böbingen,",1956-04-16,113.27,1.14,112.13
2378135400,"1053 Böbingen,",1956-04-23,113.27,0.85,112.42
